Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,40,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1785336663217200.480	,325.600,0.160000,40,0,NO,"""4096,4096;4096,4096""",FLOAT;FLOAT,ND;ND,"""4096,4096""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.491,21350393,6.784,0.021,2.986,0.009,321.957,0.995,110.553,0.342,0.0,0.000
0,4294967295,41,47,Concat,Concat,dynamic,AI_VECTOR_CORE,1785336663217526.100	,5.100,0.000000,6,0,NO,"""2,40000;1,40000""",FLOAT16;FLOAT16,ND;ND,"""3,40000""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.005,39653,0.017,0.004,2.971,0.742,0.882,0.22,0.351,0.088,0.0,0.000
0,4294967295,42,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1785336663217531.220	,325.900,0.150000,40,0,NO,"""4096,4096;4096,4096""",FLOAT;FLOAT,ND;ND,"""4096,4096""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.135,21392887,6.784,0.021,2.97,0.009,322.635,0.995,110.611,0.341,0.0,0.000
0,4294967295,43,47,Concat,Concat,dynamic,AI_VECTOR_CORE,1785336663217857.140	,4.740,0.100000,6,0,NO,"""2,40000;1,40000""",FLOAT16;FLOAT16,ND;ND,"""3,40000""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,38117,0.017,0.004,2.783,0.723,0.888,0.231,0.38,0.099,0.0,0.000
0,4294967295,44,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1785336663217861.900	,325.900,0.010000,40,0,NO,"""4096,4096;4096,4096""",FLOAT;FLOAT,ND;ND,"""4096,4096""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.539,21353571,6.784,0.021,2.907,0.009,322.065,0.995,109.552,0.339,0.0,0.000
0,4294967295,45,47,Concat,Concat,dynamic,AI_VECTOR_CORE,1785336663218187.820	,4.860,0.000000,6,0,NO,"""2,40000;1,40000""",FLOAT16;FLOAT16,ND;ND,"""3,40000""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.908,38694,0.017,0.004,2.777,0.711,0.939,0.24,0.389,0.1,0.0,0.000
0,4294967295,46,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1785336663218192.700	,325.380,0.140000,40,0,NO,"""4096,4096;4096,4096""",FLOAT;FLOAT,ND;ND,"""4096,4096""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.287,21336946,6.784,0.021,3.091,0.01,321.698,0.995,108.769,0.336,0.0,0.000
0,4294967295,47,47,Concat,Concat,dynamic,AI_VECTOR_CORE,1785336663218518.100	,5.060,0.000000,6,0,NO,"""2,40000;1,40000""",FLOAT16;FLOAT16,ND;ND,"""3,40000""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.948,39088,0.017,0.004,2.836,0.718,0.985,0.249,0.348,0.088,0.0,0.000
0,4294967295,48,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1785336663218523.180	,326.460,0.190000,40,0,NO,"""4096,4096;4096,4096""",FLOAT;FLOAT,ND;ND,"""4096,4096""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.926,21379131,6.784,0.021,3.163,0.01,322.211,0.995,111.472,0.344,0.0,0.000
0,4294967295,49,47,Concat,Concat,dynamic,AI_VECTOR_CORE,1785336663218849.660	,4.880,0.040000,6,0,NO,"""2,40000;1,40000""",FLOAT16;FLOAT16,ND;ND,"""3,40000""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787,37489,0.017,0.004,2.797,0.739,0.823,0.217,0.369,0.097,0.0,0.000
